,fullpath,angle
88,train/center/1479424443539586375.jpg,-0.235619455576
89,train/center/1479424443589683329.jpg,-0.235619455576
90,train/center/1479424443639619333.jpg,-0.23508284911
91,train/center/1479424443689603601.jpg,-0.232476621276
92,train/center/1479424443739673635.jpg,-0.22932616103599998
93,train/center/1479424443789655978.jpg,-0.21923018422899998
94,train/center/1479424443839665003.jpg,-0.210159998581
95,train/center/1479424443889719737.jpg,-0.200052703642
96,train/center/1479424443939694412.jpg,-0.18749484025600002
97,train/center/1479424443989632482.jpg,-0.17531012132100002
98,train/center/1479424444040263818.jpg,-0.164734846075
99,train/center/1479424444089729787.jpg,-0.159216676364
100,train/center/1479424444139777786.jpg,-0.157559311384
101,train/center/1479424444189708566.jpg,-0.158824965358
102,train/center/1479424444239766220.jpg,-0.158824965358
103,train/center/1479424444289707787.jpg,-0.158824965358
104,train/center/1479424444339704269.jpg,-0.158824965358
105,train/center/1479424444389728960.jpg,-0.157079637051
106,train/center/1479424444439731896.jpg,-0.151419051763
107,train/center/1479424444489836627.jpg,-0.150098308921
108,train/center/1479424444539799511.jpg,-0.150098308921
109,train/center/1479424444589805287.jpg,-0.150098308921
110,train/center/1479424444640333634.jpg,-0.154493300927
111,train/center/1479424444689806104.jpg,-0.164342982094
112,train/center/1479424444739928936.jpg,-0.17182123071
113,train/center/1479424444789870466.jpg,-0.18054584210400001
114,train/center/1479424444839855279.jpg,-0.185004904866
115,train/center/1479424444889842798.jpg,-0.186750233173
116,train/center/1479424444939796240.jpg,-0.190940926642
117,train/center/1479424444989897749.jpg,-0.20142402763
118,train/center/1479424445039876919.jpg,-0.208358763992
119,train/center/1479424445089947149.jpg,-0.21659120658300002
120,train/center/1479424445139903688.jpg,-0.218501506761
121,train/center/1479424445189907713.jpg,-0.21991148590999998
122,train/center/1479424445239892926.jpg,-0.219599170645
123,train/center/1479424445289902357.jpg,-0.216420829296
124,train/center/1479424445339956028.jpg,-0.214675500989
125,train/center/1479424445389957128.jpg,-0.21293017268199999
126,train/center/1479424445439908882.jpg,-0.214675500989
127,train/center/1479424445490540519.jpg,-0.21293017268199999
128,train/center/1479424445539979686.jpg,-0.212355057967
129,train/center/1479424445590044756.jpg,-0.206536117973
130,train/center/1479424445639994106.jpg,-0.20594884455200002
131,train/center/1479424445690015603.jpg,-0.20594884455200002
132,train/center/1479424445739998300.jpg,-0.205689079957
133,train/center/1479424445790102628.jpg,-0.19957514117800002
134,train/center/1479424445839990428.jpg,-0.198720476735
135,train/center/1479424445890032093.jpg,-0.19722220301600002
136,train/center/1479424445940128411.jpg,-0.195476874709
137,train/center/1479424445990132726.jpg,-0.195476874709
138,train/center/1479424446039996759.jpg,-0.19722220301600002
139,train/center/1479424446090116381.jpg,-0.19722220301600002
140,train/center/1479424446140095566.jpg,-0.197013217867
141,train/center/1479424446190049448.jpg,-0.192659165958
142,train/center/1479424446240071760.jpg,-0.189855047486
143,train/center/1479424446290074675.jpg,-0.186750233173
144,train/center/1479424446340083769.jpg,-0.19006312341899997
145,train/center/1479424446390142677.jpg,-0.18954762356899998
146,train/center/1479424446440239670.jpg,-0.19198621809500002
147,train/center/1479424446490166858.jpg,-0.193731546402
148,train/center/1479424446540242841.jpg,-0.193567389149
149,train/center/1479424446590212466.jpg,-0.18646467561799998
150,train/center/1479424446640211530.jpg,-0.177726723631
151,train/center/1479424446690249754.jpg,-0.170783776335
152,train/center/1479424446740197124.jpg,-0.161787416728
153,train/center/1479424446790216349.jpg,-0.139908457786
154,train/center/1479424446840206055.jpg,-0.118201940132
155,train/center/1479424446890329208.jpg,-0.10623295505000001
156,train/center/1479424446940245533.jpg,-0.09197124087339999
157,train/center/1479424446990228157.jpg,-0.072960175756
158,train/center/1479424447040235501.jpg,-0.0590888195321
159,train/center/1479424447090261692.jpg,-0.0469564940049
160,train/center/1479424447140337445.jpg,-0.034491147008300006
161,train/center/1479424447190328027.jpg,-0.0127406084125
162,train/center/1479424447240392739.jpg,0.00905665434871
163,train/center/1479424447290293864.jpg,0.0298720851664
164,train/center/1479424447340850159.jpg,0.047521581773600004
165,train/center/1479424447390328466.jpg,0.0700039633588
166,train/center/1479424447440294136.jpg,0.09086951708889998
167,train/center/1479424447490296525.jpg,0.103093508552
168,train/center/1479424447540297180.jpg,0.12227170772399999
169,train/center/1479424447590303928.jpg,0.146695915096
170,train/center/1479424447640325444.jpg,0.172848738589
171,train/center/1479424447690311878.jpg,0.1972325027
172,train/center/1479424447740302936.jpg,0.214661291711
173,train/center/1479424447790322185.jpg,0.226006276787
174,train/center/1479424447840385141.jpg,0.232087483975
175,train/center/1479424447890429377.jpg,0.237329210483
176,train/center/1479424447940345716.jpg,0.240824818745
177,train/center/1479424447990420443.jpg,0.240855440497
178,train/center/1479424448040361483.jpg,0.24944127220800003
179,train/center/1479424448090461791.jpg,0.270257046244
180,train/center/1479424448140882157.jpg,0.296606889045
181,train/center/1479424448190438799.jpg,0.320893199716
182,train/center/1479424448240912338.jpg,0.335037977019
183,train/center/1479424448290609648.jpg,0.345454819525
184,train/center/1479424448340540994.jpg,0.36264620369999995
185,train/center/1479424448390476033.jpg,0.381094215411
186,train/center/1479424448440561698.jpg,0.404185021383
187,train/center/1479424448490521588.jpg,0.41616182744499997
188,train/center/1479424448540561415.jpg,0.422165092794
189,train/center/1479424448590526691.jpg,0.431635376945
190,train/center/1479424448640573328.jpg,0.44807434193499995
191,train/center/1479424448690579308.jpg,0.458017248755
192,train/center/1479424448740542222.jpg,0.45902159810099996
193,train/center/1479424448790681522.jpg,0.455530941486
194,train/center/1479424448840546602.jpg,0.455530941486
195,train/center/1479424448890617269.jpg,0.455530941486
196,train/center/1479424448940627275.jpg,0.45378559827799997
197,train/center/1479424448990652340.jpg,0.446804285049
198,train/center/1479424449040637213.jpg,0.446804285049
199,train/center/1479424449090653021.jpg,0.446804285049
200,train/center/1479424449140682884.jpg,0.446804285049
201,train/center/1479424449190716883.jpg,0.443685341684
202,train/center/1479424449240603040.jpg,0.429956875742
203,train/center/1479424449290684426.jpg,0.399549070088
204,train/center/1479424449340860305.jpg,0.364586041966
205,train/center/1479424449390816204.jpg,0.339001744919
206,train/center/1479424449441198300.jpg,0.336848556995
207,train/center/1479424449490615389.jpg,0.353518972826
208,train/center/1479424449540682005.jpg,0.380546945052
209,train/center/1479424449590681046.jpg,0.39332584622
210,train/center/1479424449640752785.jpg,0.39294960667900003
211,train/center/1479424449690760718.jpg,0.388589195425
212,train/center/1479424449740773261.jpg,0.377782419214
213,train/center/1479424449790742760.jpg,0.35947634013499996
214,train/center/1479424449840693940.jpg,0.34468207670199996
215,train/center/1479424449890815297.jpg,0.333913778767
216,train/center/1479424449940766736.jpg,0.330158910496
217,train/center/1479424449990764995.jpg,0.32697348726
218,train/center/1479424450040754689.jpg,0.31826151403
219,train/center/1479424450090801671.jpg,0.304929683355
220,train/center/1479424450140824229.jpg,0.290670550469
221,train/center/1479424450190774232.jpg,0.282202945397
222,train/center/1479424450240846442.jpg,0.280998021364
223,train/center/1479424450290824512.jpg,0.283818796289
224,train/center/1479424450340862609.jpg,0.291129268792
225,train/center/1479424450390802528.jpg,0.294960647821
226,train/center/1479424450440735045.jpg,0.292203513359
227,train/center/1479424450490768395.jpg,0.286976750051
228,train/center/1479424450540961562.jpg,0.283103462995
229,train/center/1479424450590939613.jpg,0.28274333476999997
230,train/center/1479424450640922715.jpg,0.28274333476999997
231,train/center/1479424450690980591.jpg,0.284977669343
232,train/center/1479424450740993215.jpg,0.287590011102
233,train/center/1479424450791025325.jpg,0.288934845277
234,train/center/1479424450841050857.jpg,0.294960647821
235,train/center/1479424450891028283.jpg,0.311133539631
236,train/center/1479424450941019338.jpg,0.333939710081
237,train/center/1479424450991070155.jpg,0.355210510987
238,train/center/1479424451041057070.jpg,0.360854524004
239,train/center/1479424451091006250.jpg,0.356923848059
240,train/center/1479424451141049465.jpg,0.348204346496
241,train/center/1479424451190995735.jpg,0.323878163838
242,train/center/1479424451241022070.jpg,0.295135618526
243,train/center/1479424451291070667.jpg,0.268886611611
244,train/center/1479424451341037112.jpg,0.257036049152
245,train/center/1479424451391097751.jpg,0.260445388943
246,train/center/1479424451441079456.jpg,0.268295878354
247,train/center/1479424451491153880.jpg,0.274794026558
248,train/center/1479424451541140128.jpg,0.28225098903
249,train/center/1479424451591101850.jpg,0.29606742899300004
250,train/center/1479424451641120996.jpg,0.312064562471
251,train/center/1479424451691191338.jpg,0.325667631062
252,train/center/1479424451741119107.jpg,0.3328271352
253,train/center/1479424451791242502.jpg,0.33719964233499994
254,train/center/1479424451841164467.jpg,0.343296228952
255,train/center/1479424451891225417.jpg,0.34382987022399997
256,train/center/1479424451941289609.jpg,0.34142059363000005
257,train/center/1479424451991227585.jpg,0.336217728351
258,train/center/1479424452041185818.jpg,0.33161255717300003
259,train/center/1479424452091220942.jpg,0.333662091616
260,train/center/1479424452141196363.jpg,0.34733407368
261,train/center/1479424452191255930.jpg,0.364199327888
262,train/center/1479424452241234903.jpg,0.371167119591
263,train/center/1479424452291250828.jpg,0.36715083520999997
264,train/center/1479424452341243129.jpg,0.345698914365
265,train/center/1479424452391282552.jpg,0.315904622621
266,train/center/1479424452441375047.jpg,0.28705083808000004
267,train/center/1479424452491270091.jpg,0.268281934659
268,train/center/1479424452541294293.jpg,0.265290051699
269,train/center/1479424452591330936.jpg,0.27472860117
270,train/center/1479424452641396062.jpg,0.290677229148
271,train/center/1479424452691358032.jpg,0.307635271203
272,train/center/1479424452741390483.jpg,0.315247291978
273,train/center/1479424452791341958.jpg,0.31415927410100003
274,train/center/1479424452841424009.jpg,0.313081865419
275,train/center/1479424452891347442.jpg,0.312413930893
276,train/center/1479424452941389441.jpg,0.312413930893
277,train/center/1479424452991431100.jpg,0.30698665217300003
278,train/center/1479424453041454911.jpg,0.299137042219
279,train/center/1479424453091397631.jpg,0.287460256477
280,train/center/1479424453141545063.jpg,0.274373746056
281,train/center/1479424453191409391.jpg,0.26133342992499997
282,train/center/1479424453241471821.jpg,0.250297961312
283,train/center/1479424453291459026.jpg,0.242450446624
284,train/center/1479424453341440114.jpg,0.240855440497
285,train/center/1479424453391447752.jpg,0.244479475467
286,train/center/1479424453441467796.jpg,0.249830141996
287,train/center/1479424453491432469.jpg,0.251560976514
288,train/center/1479424453541595622.jpg,0.256563395262
289,train/center/1479424453591498577.jpg,0.254707624129
290,train/center/1479424453641535494.jpg,0.251327425241
291,train/center/1479424453691546896.jpg,0.251228195031
292,train/center/1479424453741508972.jpg,0.249582082033
293,train/center/1479424453791505660.jpg,0.249582082033
294,train/center/1479424453841527120.jpg,0.249582082033
295,train/center/1479424453891529431.jpg,0.249582082033
296,train/center/1479424453941517313.jpg,0.249582082033
297,train/center/1479424453991546112.jpg,0.246091425419
298,train/center/1479424454041584365.jpg,0.238088860542
299,train/center/1479424454091575637.jpg,0.22144618190600002
300,train/center/1479424454141573948.jpg,0.193388807542
301,train/center/1479424454191561780.jpg,0.14456036999299998
302,train/center/1479424454241624545.jpg,0.0896279239292
303,train/center/1479424454291573183.jpg,0.0505408345462
304,train/center/1479424454341542494.jpg,0.033161256462300004
305,train/center/1479424454391608025.jpg,0.033161256462300004
306,train/center/1479424454441608092.jpg,0.033161256462300004
307,train/center/1479424454491685241.jpg,0.034898758885
308,train/center/1479424454541694771.jpg,0.0410016116007
309,train/center/1479424454591673394.jpg,0.0505142650404
310,train/center/1479424454641660630.jpg,0.0592767240446
311,train/center/1479424454691695324.jpg,0.0679945934953
312,train/center/1479424454741701467.jpg,0.06640825459840001
313,train/center/1479424454791693497.jpg,0.057697716522399994
314,train/center/1479424454841750220.jpg,0.0567784051689
315,train/center/1479424454891713048.jpg,0.0490003979476
316,train/center/1479424454941709450.jpg,0.0360031928661
317,train/center/1479424454991742080.jpg,0.0245866626757
318,train/center/1479424455041708506.jpg,0.015888623108000002
319,train/center/1479424455091799337.jpg,0.00889796931532
320,train/center/1479424455141757380.jpg,0.0062097975296099995
321,train/center/1479424455191758208.jpg,0.00523598771542
322,train/center/1479424455241771108.jpg,0.00349065847695
323,train/center/1479424455291875296.jpg,0.00349065847695
324,train/center/1479424455341785060.jpg,0.00349065847695
325,train/center/1479424455391804389.jpg,0.00187575841407
326,train/center/1479424455441791425.jpg,0.00174532923847
327,train/center/1479424455491707693.jpg,0.00174532923847
328,train/center/1479424455541745372.jpg,0.00174532923847
329,train/center/1479424455591718949.jpg,0.0033204622726100003
330,train/center/1479424455641818342.jpg,0.0041988414564899995
331,train/center/1479424455691756994.jpg,0.00523598771542
332,train/center/1479424455741889407.jpg,0.00523598771542
333,train/center/1479424455791780187.jpg,0.00678866668819
334,train/center/1479424455841783495.jpg,0.0166621810416
335,train/center/1479424455891807682.jpg,0.027721490823400002
336,train/center/1479424455941808640.jpg,0.0320793704705
337,train/center/1479424455991815731.jpg,0.0314159281552
338,train/center/1479424456041838366.jpg,0.027275709298299998
339,train/center/1479424456091830363.jpg,0.024665164197999998
340,train/center/1479424456141785803.jpg,0.0191986225545
341,train/center/1479424456191845681.jpg,0.015952487932899998
342,train/center/1479424456241868613.jpg,0.0157079640776
343,train/center/1479424456291872964.jpg,0.0157079640776
344,train/center/1479424456341875167.jpg,0.0157079640776
345,train/center/1479424456391855717.jpg,0.0157079640776
346,train/center/1479424456441896612.jpg,0.0145143895055
347,train/center/1479424456491877355.jpg,0.0069813169539
348,train/center/1479424456542018673.jpg,-0.006993057188319999
349,train/center/1479424456591917613.jpg,-0.0154058889856
350,train/center/1479424456641934687.jpg,-0.0157079640776
351,train/center/1479424456691932316.jpg,-0.0157079640776
352,train/center/1479424456741920817.jpg,-0.0139626339078
353,train/center/1479424456791975526.jpg,-0.0139626339078
354,train/center/1479424456841972539.jpg,-0.0139626339078
355,train/center/1479424456891958536.jpg,-0.0125643135455
356,train/center/1479424456942072641.jpg,-0.012217304669299999
357,train/center/1479424456992026145.jpg,-0.012217304669299999
358,train/center/1479424457041984121.jpg,-0.0104719754308
359,train/center/1479424457091999541.jpg,-0.0010872612286199998
360,train/center/1479424457142060832.jpg,0.0147582574019
361,train/center/1479424457192031233.jpg,0.0337549909641
362,train/center/1479424457242063924.jpg,0.0418879017234
363,train/center/1479424457292026229.jpg,0.0401425734162
364,train/center/1479424457342016448.jpg,0.0401425734162
365,train/center/1479424457392040131.jpg,0.0414747746754
366,train/center/1479424457442042115.jpg,0.0418879017234
367,train/center/1479424457492055152.jpg,0.0418879017234
368,train/center/1479424457542109315.jpg,0.0418879017234
369,train/center/1479424457592187589.jpg,0.0418879017234
370,train/center/1479424457642163009.jpg,0.0418879017234
371,train/center/1479424457692078728.jpg,0.040590730723099995
372,train/center/1479424457742121641.jpg,0.0401425734162
373,train/center/1479424457792165734.jpg,0.0401425734162
374,train/center/1479424457842207767.jpg,0.038397245109099996
375,train/center/1479424457892149406.jpg,0.0336374204193
376,train/center/1479424457942267234.jpg,0.025774430104
377,train/center/1479424457992176436.jpg,0.0196914656225
378,train/center/1479424458042141137.jpg,0.0153264356174
379,train/center/1479424458092220478.jpg,0.0127109290955
380,train/center/1479424458142220724.jpg,0.004491075611390001
381,train/center/1479424458192171452.jpg,-0.00370062139073
382,train/center/1479424458242239188.jpg,-0.0244993961061
383,train/center/1479424458292198713.jpg,-0.0390985840779
384,train/center/1479424458342210225.jpg,-0.0394600822364
385,train/center/1479424458392248253.jpg,-0.029518829577599996
386,train/center/1479424458442247097.jpg,-0.0150501891672
387,train/center/1479424458492252105.jpg,-0.00928037822655
388,train/center/1479424458542287030.jpg,-0.00523598771542
389,train/center/1479424458592251769.jpg,-0.00523598771542
390,train/center/1479424458642264021.jpg,-0.00523598771542
391,train/center/1479424458692270216.jpg,-0.00523598771542
392,train/center/1479424458742286555.jpg,-0.0069813169539
393,train/center/1479424458792253085.jpg,-0.0069813169539
394,train/center/1479424458842324835.jpg,-0.0069813169539
395,train/center/1479424458892298964.jpg,-0.0069813169539
396,train/center/1479424458942326186.jpg,-0.0069813169539
397,train/center/1479424458992328250.jpg,-0.0069813169539
398,train/center/1479424459042419182.jpg,-0.008726646192370001
399,train/center/1479424459092326207.jpg,-0.008726646192370001
400,train/center/1479424459142372892.jpg,-0.0104719754308
401,train/center/1479424459192407270.jpg,-0.0104719754308
402,train/center/1479424459242341059.jpg,-0.0104719754308
403,train/center/1479424459292360333.jpg,-0.0104719754308
404,train/center/1479424459342448220.jpg,-0.00851460081956
405,train/center/1479424459392427921.jpg,-0.00590244820541
406,train/center/1479424459442463870.jpg,-0.00349065847695
407,train/center/1479424459492437883.jpg,-0.0045571717050600005
408,train/center/1479424459542424906.jpg,-0.0089107495415
409,train/center/1479424459592424172.jpg,-0.0104719754308
410,train/center/1479424459642417796.jpg,-0.0103000639783
411,train/center/1479424459692437498.jpg,-0.00769126291184
412,train/center/1479424459742474374.jpg,-0.00507699241059
413,train/center/1479424459792490554.jpg,-0.00349065847695
414,train/center/1479424459842453065.jpg,-0.00349065847695
415,train/center/1479424459892578183.jpg,-0.00349065847695
416,train/center/1479424459942521494.jpg,-0.00349065847695
417,train/center/1479424459992533749.jpg,-0.00349065847695
418,train/center/1479424460042490979.jpg,-0.00349065847695
419,train/center/1479424460092551386.jpg,-0.00349065847695
420,train/center/1479424460142580955.jpg,-0.00349065847695
421,train/center/1479424460192641744.jpg,-0.00174532923847
422,train/center/1479424460242530364.jpg,9.27029233329e-05
423,train/center/1479424460292600606.jpg,0.0027044739340300003
424,train/center/1479424460342576607.jpg,0.00523598771542
425,train/center/1479424460392594115.jpg,0.00523598771542
426,train/center/1479424460442700449.jpg,0.00523598771542
427,train/center/1479424460492601534.jpg,0.00523598771542
428,train/center/1479424460542586394.jpg,0.00523598771542
429,train/center/1479424460592611539.jpg,0.00523598771542
430,train/center/1479424460642608944.jpg,0.00353196026331
431,train/center/1479424460692665013.jpg,0.00349065847695
432,train/center/1479424460742642944.jpg,0.00349065847695
433,train/center/1479424460792621607.jpg,0.00349065847695
434,train/center/1479424460842652442.jpg,0.00349065847695
435,train/center/1479424460892642159.jpg,0.00436055322871
436,train/center/1479424460942666007.jpg,0.00523598771542
437,train/center/1479424460992691810.jpg,0.01046087572
438,train/center/1479424461042686150.jpg,0.017441587002000002
439,train/center/1479424461092673374.jpg,0.0235392662814
440,train/center/1479424461142703851.jpg,0.027899372405599997
441,train/center/1479424461192731964.jpg,0.0296068173795
442,train/center/1479424461242773655.jpg,0.0348359592656
443,train/center/1479424461292707298.jpg,0.038397245109099996
444,train/center/1479424461342768404.jpg,0.038397245109099996
445,train/center/1479424461392783606.jpg,0.0358446824044
446,train/center/1479424461442764168.jpg,0.031479377203
447,train/center/1479424461492741472.jpg,0.024588954559
448,train/center/1479424461542876826.jpg,0.0108262642912
449,train/center/1479424461592794474.jpg,-0.007437758181529999
450,train/center/1479424461642758512.jpg,-0.0292994050428
451,train/center/1479424461693446871.jpg,-0.0392275620723
452,train/center/1479424461742786454.jpg,-0.0418879017234
453,train/center/1479424461792788382.jpg,-0.045378562063
454,train/center/1479424461842810547.jpg,-0.045378562063
455,train/center/1479424461892869786.jpg,-0.045378562063
456,train/center/1479424461942864883.jpg,-0.0455095029941
457,train/center/1479424461992833982.jpg,-0.0362292960428
458,train/center/1479424462042855477.jpg,-0.024741572749900003
459,train/center/1479424462092892799.jpg,-0.0157079640776
460,train/center/1479424462142868489.jpg,-0.012217304669299999
461,train/center/1479424462192850024.jpg,-0.0139626339078
462,train/center/1479424462242886428.jpg,-0.020425334379
463,train/center/1479424462292873908.jpg,-0.0226892810315
464,train/center/1479424462342906396.jpg,-0.0226892810315
465,train/center/1479424462392942301.jpg,-0.025118816992599997
466,train/center/1479424462442917199.jpg,-0.027726271597599998
467,train/center/1479424462492960688.jpg,-0.0279252678156
468,train/center/1479424462542912649.jpg,-0.026394311282200003
469,train/center/1479424462592953851.jpg,-0.023779007291
470,train/center/1479424462642942247.jpg,-0.0226892810315
471,train/center/1479424462692951738.jpg,-0.0226892810315
472,train/center/1479424462743047088.jpg,-0.0226892810315
473,train/center/1479424462793002561.jpg,-0.0233200531923
474,train/center/1479424462843073373.jpg,-0.029427672708400004
475,train/center/1479424462892977198.jpg,-0.029670597985400005
476,train/center/1479424462942988301.jpg,-0.0264486212873
477,train/center/1479424462993041945.jpg,-0.0238294489489
478,train/center/1479424463043065524.jpg,-0.0226892810315
479,train/center/1479424463093060623.jpg,-0.0162718675685
480,train/center/1479424463143127031.jpg,-0.009326268507430001
481,train/center/1479424463193618225.jpg,0.00296652143026
482,train/center/1479424463243067777.jpg,0.0147762884694
483,train/center/1479424463293115509.jpg,0.0365557338875
484,train/center/1479424463343109943.jpg,0.054910912937400004
485,train/center/1479424463393074174.jpg,0.0628318563104
486,train/center/1479424463443212807.jpg,0.0660028426423
487,train/center/1479424463493093280.jpg,0.0663225129247
488,train/center/1479424463543162080.jpg,0.06457718461749999
489,train/center/1479424463593155338.jpg,0.06457718461749999
490,train/center/1479424463643186928.jpg,0.06457718461749999
491,train/center/1479424463693135815.jpg,0.06457718461749999
492,train/center/1479424463743166551.jpg,0.0659348683691
493,train/center/1479424463793150692.jpg,0.073493215287
494,train/center/1479424463843257623.jpg,0.09097942731110001
495,train/center/1479424463893167015.jpg,0.11411388010500001
496,train/center/1479424463943302790.jpg,0.137291028912
497,train/center/1479424463993160031.jpg,0.158946449823
498,train/center/1479424464043225952.jpg,0.173296086071
499,train/center/1479424464093199976.jpg,0.184633628652
500,train/center/1479424464143279234.jpg,0.194227932185
501,train/center/1479424464193184179.jpg,0.211640096045
502,train/center/1479424464243240448.jpg,0.232126969347
503,train/center/1479424464293254910.jpg,0.25390866796399997
504,train/center/1479424464343252027.jpg,0.27441635534200004
505,train/center/1479424464393297489.jpg,0.290057219204
506,train/center/1479424464443282443.jpg,0.302253241891
507,train/center/1479424464493297505.jpg,0.305432617664
508,train/center/1479424464543357164.jpg,0.305906846697
509,train/center/1479424464593339793.jpg,0.30678410527399996
510,train/center/1479424464643280760.jpg,0.307177960873
511,train/center/1479424464693701217.jpg,0.305432617664
512,train/center/1479424464743293580.jpg,0.305432617664
513,train/center/1479424464793387024.jpg,0.30579666862300003
514,train/center/1479424464843337157.jpg,0.311381266022
515,train/center/1479424464893359211.jpg,0.324634292323
516,train/center/1479424464943329166.jpg,0.335790007412
517,train/center/1479424464993414734.jpg,0.344171885163
518,train/center/1479424465043338723.jpg,0.35495051762100005
519,train/center/1479424465093373554.jpg,0.352232468853
520,train/center/1479424465143397940.jpg,0.347875538598
521,train/center/1479424465193505821.jpg,0.343187066787
522,train/center/1479424465243423614.jpg,0.33916255868100004
523,train/center/1479424465293422984.jpg,0.33450623125900003
524,train/center/1479424465343448079.jpg,0.324049022056
525,train/center/1479424465393534460.jpg,0.31415927410100003
526,train/center/1479424465443450060.jpg,0.31415927410100003
527,train/center/1479424465493503946.jpg,0.318204843512
528,train/center/1479424465543471350.jpg,0.325769124096
529,train/center/1479424465593459472.jpg,0.333873575198
530,train/center/1479424465643450923.jpg,0.34481853834200005
531,train/center/1479424465693511626.jpg,0.360275533823
